"","5083.69393588192","5123.17084416279","2176.0757718048","3522.69397347764","3965.90633637679","4755.48048179512","8292.93217095009","3806.08038221564","3548.27908349805","3759.25377510002","3650.3543572714","3972.18718333325","5135.76071798279","3936.49689848189","2518.88600160681","2417.22564352443","7672.25615045732","7990.18075132223","3333.83780489773","3959.97728497746","3495.83242709301","8046.64897786137","5281.56366703373","9070.0335692382","2897.41742173565","2541.30951480857","4686.44425002974","3111.36363777591","3738.98431058113","18114.8994390687"
"CLP_D2_12_1",8.31089520205753e-05,2.90507127455166e-05,0.000125384348551343,4.61653076335944e-05,0.000108109072928151,9.60861777479537e-06,6.24510514013805e-05,3.76932458488758e-05,3.16285082626034e-05,5.6715591258012e-05,4.67711112998135e-05,8.53604910892196e-06,8.6767410769672e-05,1.84192146279025e-05,3.55460860273019e-05,6.01907860998574e-05,6.02355461959117e-06,6.97322980050225e-05,2.51848554069469e-05,1.0475992907868e-05,9.06116904045854e-05,0.000113716672234164,5.97050130613041e-06,0.00144768057276088,0.000293461084301615,7.94798580037312e-06,4.21099211685507e-05,0.000154046092333197,5.36475558135991e-05,4.82176832270551e-05
"CLP_D2_12_2",0.000114581633321868,4.74578522554641e-05,0.000177077801535318,5.82889546892001e-05,0.000130249433745886,7.47939154811613e-06,6.38152024324183e-05,5.04518080359344e-05,4.18613655281211e-05,7.97198816484838e-05,6.16050682589933e-05,8.89333299596921e-06,0.000119131567938899,1.85054391054523e-05,4.3539802282664e-05,9.30624866116473e-05,9.0170963760189e-06,7.08642435710194e-05,4.00281474910612e-05,9.2770827899961e-06,0.000115847256762212,0.000119238398649077,7.97840711894143e-06,0.00155370587260529,0.00032885213269686,1.68166105131344e-05,5.66639232413045e-05,0.000200424959234675,7.02889973464505e-05,4.8673217602935e-05
"CLP_D2_13_1",9.94594367403226e-05,3.78936660232836e-05,0.000136489369659275,4.85783470087727e-05,0.000126162644583822,7.45840620973584e-06,6.16232229653914e-05,4.29875066727494e-05,3.29255003734867e-05,5.82356384680388e-05,5.1125074934223e-05,7.94636914688173e-06,0.000105100016678499,1.45273061308662e-05,4.11654593346461e-05,6.33874536125787e-05,7.09442982610116e-06,6.52561117939691e-05,3.59618868141173e-05,1.25560998166648e-05,9.80148903128652e-05,0.00010579462872067,8.79894718413864e-06,0.0015548933471043,0.000278905755060968,1.19039149616343e-05,3.7706978101361e-05,0.000172492226471446,6.12368787792808e-05,4.68140546455097e-05
"CLP_D2_13_2",0.000137063481866013,4.32452678541365e-05,0.00011735214595756,2.65928672232024e-05,0.000343406755368133,2.44467349847885e-05,8.52632662382126e-06,7.22949676008096e-05,4.68629835878682e-05,7.68430581452958e-05,0.000108338928523321,2.64903011458429e-05,0.000140890886365201,5.46632600660058e-05,2.04897100794007e-05,0.000200971066311081,8.32073300114228e-06,3.6367815159483e-05,8.1452192881711e-05,2.3811254670162e-05,0.000196162358600618,7.13296312915641e-05,2.39785677838792e-05,0.000101738495851697,0.000154262270574966,5.50188670764579e-06,0.000131644772344256,0.000160488385392059,9.31950304979639e-05,1.09344795739159e-05
"CLP_D2_1_1",0.000172103027765693,5.41450302272306e-05,0.000129495860004947,4.00146745986672e-05,0.000510018747019725,2.41739962977118e-05,9.3765829936263e-06,8.87911141264656e-05,2.9507358659998e-05,8.63581316690436e-05,0.000151510588666488,1.58287770269793e-05,0.000172316659968734,6.33840384198455e-05,2.85755005383981e-05,0.000212364076907691,1.00371908962886e-05,4.47168827836958e-05,7.75612749846376e-05,2.18249435763936e-05,0.000260955055196503,8.43689312523744e-05,3.21055368699865e-05,9.59033037903474e-05,0.000195115093452756,4.15715594995729e-06,0.000155193740696289,0.000131413690358162,0.000111009069774466,1.28010630975288e-05
"CLP_D2_1_2",0.000205400702144545,0.000122212936275495,0.000267354424099006,0.000137955836998642,0.000843522275157628,5.13834593326285e-06,1.84369020195591e-05,0.000715767733331056,1.58286568624698e-05,0.000274161654769417,0.000323864361145645,5.68493609670841e-05,0.00034711416037115,0.000239921537391728,7.96386840996656e-05,0.00022487973155152,3.15687326848207e-06,0.000147424370236493,0.000167318799474903,6.54423235936639e-05,0.000769862932807395,0.000226572390413771,4.98949197664465e-05,7.63177837895253e-06,0.000577353162587099,4.41645634650981e-05,1.55861241921081e-05,3.36256709932838e-05,0.000386243809950069,1.02510537926771e-05
"CLP_D2_1_3",0.00018522646938456,9.36169376892625e-05,0.000197852672283479,9.55170333591559e-05,0.000507226690041867,6.29586149995969e-06,1.32361559144108e-05,0.000116603940064562,1.90995732220313e-05,0.000187618985010978,0.000196819332696374,4.49321753362105e-05,0.000227162922733022,0.000165672107575187,6.51890396916883e-05,0.000205890806029888,4.86448950489558e-06,0.000105542726250946,0.000122508268032724,4.91921972143795e-05,0.000495706261170494,0.00017587480702895,4.57881912327827e-05,6.21178491919654e-06,0.000451471071532801,3.944475482636e-05,1.64619718830706e-05,3.27048590477775e-05,0.000232053309320435,8.32890586612927e-06
"CLP_D2_2_1",6.96144990366133e-05,2.97737398873102e-05,0.000180460646047096,4.64549998808042e-05,7.48565224502304e-05,1.39575893130418e-05,3.55967729921864e-05,9.98114004810171e-05,2.75989471240927e-05,6.06871496019064e-05,4.66678578366431e-05,2.04567277145325e-05,7.14414084726529e-05,1.05116335302765e-05,1.55529218484528e-05,9.45214797891727e-05,9.27896250945267e-06,2.82857305168028e-05,1.86868099794487e-05,1.1290161908014e-05,0.000125681105229007,4.53010642529098e-05,1.24116254374028e-05,0.00160921091245204,0.00135290899339071,2.27853958971686e-06,3.82710463886427e-05,0.000250479783020701,8.33780529081797e-05,6.28144481323764e-05
"CLP_D2_2_2",8.09643282217548e-05,3.66607685397519e-05,0.000199552478914466,4.75738748387399e-05,8.29362613852974e-05,1.34639592308542e-05,3.94397378559153e-05,0.000110508414551858,3.24368978898165e-05,7.10136493248273e-05,5.72137985610615e-05,1.7518542182916e-05,8.3660659689898e-05,4.21131270614474e-06,1.46941148938792e-05,0.000118260449574116,7.21003638391649e-06,3.10546570838031e-05,2.92191833864965e-05,1.07245030630379e-05,0.00012005084201675,4.97592679477481e-05,1.45809954602647e-05,0.0016222620644192,0.00147816724872713,1.69853413617548e-06,4.35024863118041e-05,0.000272665272189828,9.66288474758899e-05,5.98895268630017e-05
