"","1970.94112360429","1978.19040023568","1993.78209795824","2017.20602809214","2040.20336960933","2054.90439106874","2078.75665827618","2087.83633894486","2101.36321014515","2129.7148505341","2148.69650610135","2158.56801166327","2176.0757718048","2205.90670039137","2216.55149334635","2221.1778684307","2223.7867801168","2235.96193446767","2279.61451504868","2324.07656113726","2349.5715984462","2367.33796542123","2383.75316310318","2390.75353367828","2395.67437508595","2417.22564352443","2432.99593323767","2456.83900428836","2480.45507935387","2501.57069328832","2516.517315933","2518.88600160681","2541.30951480857","2561.37242647427","2592.24971304293","2626.34053800103","2660.22485055108","2687.13190722721","2693.71891183866","2711.85997021","2723.5184130862","2750.53220298958","2776.00281447147","2792.3367076444","2815.03919291766","2828.7285741551","2851.31067713577","2867.07589981921","2897.41742173565","2901.70380917801","2908.76127602273","2929.83731291593","2978.83592031569","3004.96186853425","3023.20818959885","3073.38400406081","3095.21864636163","3096.55628786981","3111.36363777591","3142.92505646466","3182.76829016738","3214.61574865263","3237.97201364808","3253.53059832658","3264.90090551781","3289.25906467529","3290.67303133962","3312.48139670609","3333.83780489773","3350.16952908632","3374.61611368949","3407.13746907718","3417.73620108982","3448.68875719143","3466.67820353762","3495.83242709301","3502.04242810154","3522.69397347764","3548.27908349805","3574.06257058393","3611.48849715287","3650.3543572714","3676.10731525713","3697.31420097641","3719.74571869325","3738.98431058113","3759.25377510002","3806.08038221564","3836.26429205739","3882.93906253723","3906.28857385459","3936.49689848189","3959.97728497746","3965.90633637679","3972.18718333325","3983.54251599912","4005.79637937421","4025.63009535889","4038.54911387494","4055.91386221551","4074.72215743319","4100.52137115961","4124.33053583336","4144.7759494183","4156.18678487125","4163.88914512617","4176.34806401792","4191.54631986657","4209.64872709892","4254.83136590825","4281.93597422569","4296.56443435391","4371.68843973179","4419.91659209586","4476.88495676131","4533.68196436289","4553.32547777252","4557.50240624188","4575.18547645116","4607.21835302071","4645.10085721987","4686.44425002974","4722.36240629951","4755.48048179512","4787.09673329018","4823.25607829026","4841.98808916652","4873.37529405013","4911.66935154497","4932.78514757336","4941.85016789246","4948.15670007787","4966.19875264781","4992.20201685883","5035.00668837941","5083.69393588192","5123.17084416279","5135.76071798279","5152.10143745398","5181.50967110457","5238.36517617121","5254.30360257227","5281.56366703373","5323.45127589091","5343.92597448955","5457.6991446229","5669.54213843017","5677.77825877325","5825.53141965924","5873.3446772009","5913.45838248861","5922.47056506276","5967.07511702561","6017.32768817781","6058.46717314054","6117.09488927354","6139.83210298665","6172.78178436209","6223.71555085018","6255.7064272866","6269.90556684319","6357.44922461317","6381.90049515065","6414.34388386832","6465.94267540811","6510.41510402518","6630.15701871616","6631.79372758481","6720.85170428883","6770.89684427356","6843.89025192538","6869.06023349983","6907.44233096785","6959.62817324471","6995.01537021369","7049.56365444622","7157.01704242939","7417.15044101748","7498.69609378518","7620.66311144749","7672.25615045732","7766.25810418586","7814.0097099308","7872.38400229222","7920.74053087975","7990.18075132223","8046.64897786137","8122.73911661009","8207.61698395271","8292.93217095009","8460.87028193379","8515.71199954612","8567.14623064215","8593.89550428204","8644.4718727866","8707.96494390614","8713.74694017059","8882.86094188812","9002.84650692942","9070.0335692382","9293.95028138831","11226.1379634992","11640.0941389781","11651.0153801974","11714.5344366923","12095.4513517866","14827.9717448103","14983.696340292","15083.4843813175","15630.0623251905","15730.5394933062","17280.0781862101","18114.8994390687","20202.263177611","20530.3222110131","20732.5872385287","21905.8545989017","22020.1859482516"
"CLP_D1_1_1",1,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1
"CLP_D1_1_2",1,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
"CLP_D1_2_1",1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1
"CLP_D1_2_2",1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1
"CLP_D1_3_1",1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
"CLP_D1_3_2",1,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
"CLP_D1_4_1",1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1
"CLP_D1_4_2",1,0,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1
"CLP_D2_12_1",1,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0
